group	ec_number	pathwayid	pathway_id	pathway_name
group A	6.1.1.15	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.16	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.17	p860	860	Porphyrin and chlorophyll metabolism
group A	6.1.1.17	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.18	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.19	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.2	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.20	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.21	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.22	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.23	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.24	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.26	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.27	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.3	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.4	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.5	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.6	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.7	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.1.9	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.1.2.2	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	6.2.1.-	p281	281	Geraniol degradation
group A	6.2.1.-	p350	350	Tyrosine metabolism
group A	6.2.1.-	p362	362	Benzoate degradation via hydroxylation
group A	6.2.1.-	p364	364	Fluorobenzoate degradation
group A	6.2.1.-	p592	592	alpha-Linolenic acid metabolism
group A	6.2.1.-	p627	627	"1,4-Dichlorobenzene degradation"
group A	6.2.1.-	p640	640	Propanoate metabolism
group A	6.2.1.-	p642	642	Ethylbenzene degradation
group A	6.2.1.-	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.-	p903	903	Limonene and pinene degradation
group A	6.2.1.-	p930	930	Caprolactam degradation
group A	6.2.1.-	p960	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
group A	6.2.1.1	p10	10	Glycolysis / Gluconeogenesis
group A	6.2.1.1	p620	620	Pyruvate metabolism
group A	6.2.1.1	p630	630	Glyoxylate and dicarboxylate metabolism
group A	6.2.1.1	p640	640	Propanoate metabolism
group A	6.2.1.1	p680	680	Methane metabolism
group A	6.2.1.1	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.11	p780	780	Biotin metabolism
group A	6.2.1.12	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group A	6.2.1.12	p360	360	Phenylalanine metabolism
group A	6.2.1.12	p940	940	Phenylpropanoid biosynthesis
group A	6.2.1.13	p10	10	Glycolysis / Gluconeogenesis
group A	6.2.1.13	p620	620	Pyruvate metabolism
group A	6.2.1.13	p640	640	Propanoate metabolism
group A	6.2.1.14	p780	780	Biotin metabolism
group A	6.2.1.16	p280	280	"Valine, leucine and isoleucine degradation"
group A	6.2.1.16	p650	650	Butanoate metabolism
group A	6.2.1.17	p640	640	Propanoate metabolism
group A	6.2.1.18	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.2	p650	650	Butanoate metabolism
group A	6.2.1.20	p71	71	Fatty acid metabolism
group A	6.2.1.25	p362	362	Benzoate degradation via hydroxylation
group A	6.2.1.25	p627	627	"1,4-Dichlorobenzene degradation"
group A	6.2.1.26	p130	130	Ubiquinone and other terpenoid-quinone biosynthesis
group A	6.2.1.27	p362	362	Benzoate degradation via hydroxylation
group A	6.2.1.27	p627	627	"1,4-Dichlorobenzene degradation"
group A	6.2.1.3	p61	61	Fatty acid biosynthesis
group A	6.2.1.3	p71	71	Fatty acid metabolism
group A	6.2.1.30	p360	360	Phenylalanine metabolism
group A	6.2.1.31	p365	365	Furfural degradation
group A	6.2.1.32	p405	405	Phenazine biosynthesis
group A	6.2.1.32	p627	627	"1,4-Dichlorobenzene degradation"
group A	6.2.1.32	p996	996	Biosynthesis of various alkaloids
group A	6.2.1.32	p998	998	Biosynthesis of various antibiotics
group A	6.2.1.32	p1058	1058	Acridone alkaloid biosynthesis
group A	6.2.1.33	p364	364	Fluorobenzoate degradation
group A	6.2.1.36	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.39	p524	524	"Neomycin, kanamycin and gentamicin biosynthesis"
group A	6.2.1.4	p20	20	Citrate cycle (TCA cycle)
group A	6.2.1.4	p640	640	Propanoate metabolism
group A	6.2.1.40	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.41	p984	984	Steroid degradation
group A	6.2.1.43	p1059	1059	Biosynthesis of enediyne antibiotics
group A	6.2.1.44	p920	920	Sulfur metabolism
group A	6.2.1.5	p20	20	Citrate cycle (TCA cycle)
group A	6.2.1.5	p640	640	Propanoate metabolism
group A	6.2.1.5	p660	660	C5-Branched dibasic acid metabolism
group A	6.2.1.5	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.53	p333	333	Carbapenem biosynthesis
group A	6.2.1.53	p401	401	Novobiocin biosynthesis
group A	6.2.1.56	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.2.1.6	p71	71	Fatty acid metabolism
group A	6.2.1.6	p310	310	Lysine degradation
group A	6.2.1.61	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.2.1.62	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.2.1.66	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.2.1.69	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.2.1.7	p120	120	Primary bile acid biosynthesis
group A	6.2.1.7	p121	121	Secondary bile acid biosynthesis
group A	6.2.1.71	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.2.1.72	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.2.1.74	p1051	1051	Biosynthesis of ansamycins
group A	6.2.1.8	p630	630	Glyoxylate and dicarboxylate metabolism
group A	6.2.1.9	p630	630	Glyoxylate and dicarboxylate metabolism
group A	6.2.1.9	p680	680	Methane metabolism
group A	6.3.1.1	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.1.1	p460	460	Cyanoamino acid metabolism
group A	6.3.1.1	p910	910	Nitrogen metabolism
group A	6.3.1.10	p860	860	Porphyrin and chlorophyll metabolism
group A	6.3.1.11	p330	330	Arginine and proline metabolism
group A	6.3.1.15	p401	401	Novobiocin biosynthesis
group A	6.3.1.17	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.1.2	p220	220	Arginine biosynthesis
group A	6.3.1.2	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.1.2	p330	330	Arginine and proline metabolism
group A	6.3.1.2	p630	630	Glyoxylate and dicarboxylate metabolism
group A	6.3.1.2	p910	910	Nitrogen metabolism
group A	6.3.1.20	p785	785	Lipoic acid metabolism
group A	6.3.1.21	p230	230	Purine metabolism
group A	6.3.1.5	p760	760	Nicotinate and nicotinamide metabolism
group A	6.3.1.7	p660	660	C5-Branched dibasic acid metabolism
group A	6.3.1.8	p480	480	Glutathione metabolism
group A	6.3.1.9	p480	480	Glutathione metabolism
group A	6.3.2.-	p300	300	Lysine biosynthesis
group A	6.3.2.-	p380	380	Tryptophan metabolism
group A	6.3.2.-	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.3.2.1	p410	410	beta-Alanine metabolism
group A	6.3.2.1	p770	770	Pantothenate and CoA biosynthesis
group A	6.3.2.10	p300	300	Lysine biosynthesis
group A	6.3.2.10	p550	550	Peptidoglycan biosynthesis
group A	6.3.2.11	p330	330	Arginine and proline metabolism
group A	6.3.2.11	p340	340	Histidine metabolism
group A	6.3.2.11	p410	410	beta-Alanine metabolism
group A	6.3.2.12	p790	790	Folate biosynthesis
group A	6.3.2.13	p300	300	Lysine biosynthesis
group A	6.3.2.13	p550	550	Peptidoglycan biosynthesis
group A	6.3.2.14	p1053	1053	Biosynthesis of siderophore group nonribosomal peptides
group A	6.3.2.16	p470	470	D-Amino acid metabolism
group A	6.3.2.17	p790	790	Folate biosynthesis
group A	6.3.2.2	p270	270	Cysteine and methionine metabolism
group A	6.3.2.2	p480	480	Glutathione metabolism
group A	6.3.2.26	p311	311	Penicillin and cephalosporin biosynthesis
group A	6.3.2.3	p270	270	Cysteine and methionine metabolism
group A	6.3.2.3	p480	480	Glutathione metabolism
group A	6.3.2.31	p680	680	Methane metabolism
group A	6.3.2.32	p680	680	Methane metabolism
group A	6.3.2.33	p790	790	Folate biosynthesis
group A	6.3.2.34	p680	680	Methane metabolism
group A	6.3.2.36	p410	410	beta-Alanine metabolism
group A	6.3.2.36	p770	770	Pantothenate and CoA biosynthesis
group A	6.3.2.38	p310	310	Lysine degradation
group A	6.3.2.38	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.39	p310	310	Lysine degradation
group A	6.3.2.39	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.4	p470	470	D-Amino acid metabolism
group A	6.3.2.4	p473	473	D-Alanine metabolism
group A	6.3.2.4	p550	550	Peptidoglycan biosynthesis
group A	6.3.2.41	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.2.42	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.2.43	p300	300	Lysine biosynthesis
group A	6.3.2.46	p998	998	Biosynthesis of various antibiotics
group A	6.3.2.47	p998	998	Biosynthesis of various antibiotics
group A	6.3.2.49	p998	998	Biosynthesis of various antibiotics
group A	6.3.2.5	p770	770	Pantothenate and CoA biosynthesis
group A	6.3.2.51	p770	770	Pantothenate and CoA biosynthesis
group A	6.3.2.53	p550	550	Peptidoglycan biosynthesis
group A	6.3.2.54	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.55	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.56	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.57	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.58	p997	997	Biosynthesis of various other secondary metabolites
group A	6.3.2.59	p300	300	Lysine biosynthesis
group A	6.3.2.6	p230	230	Purine metabolism
group A	6.3.2.60	p220	220	Arginine biosynthesis
group A	6.3.2.7	p550	550	Peptidoglycan biosynthesis
group A	6.3.2.8	p470	470	D-Amino acid metabolism
group A	6.3.2.8	p471	471	D-Glutamine and D-glutamate metabolism
group A	6.3.2.8	p550	550	Peptidoglycan biosynthesis
group A	6.3.2.9	p470	470	D-Amino acid metabolism
group A	6.3.2.9	p471	471	D-Glutamine and D-glutamate metabolism
group A	6.3.2.9	p550	550	Peptidoglycan biosynthesis
group A	6.3.3.1	p230	230	Purine metabolism
group A	6.3.3.2	p670	670	One carbon pool by folate
group A	6.3.3.3	p780	780	Biotin metabolism
group A	6.3.3.4	p331	331	Clavulanic acid biosynthesis
group A	6.3.3.5	p998	998	Biosynthesis of various antibiotics
group A	6.3.3.6	p332	332	Carbapenem biosynthesis
group A	6.3.3.7	p860	860	Porphyrin and chlorophyll metabolism
group A	6.3.4.10	p780	780	Biotin metabolism
group A	6.3.4.11	p780	780	Biotin metabolism
group A	6.3.4.13	p230	230	Purine metabolism
group A	6.3.4.14	p61	61	Fatty acid biosynthesis
group A	6.3.4.15	p780	780	Biotin metabolism
group A	6.3.4.16	p220	220	Arginine biosynthesis
group A	6.3.4.16	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.4.16	p330	330	Arginine and proline metabolism
group A	6.3.4.16	p910	910	Nitrogen metabolism
group A	6.3.4.18	p230	230	Purine metabolism
group A	6.3.4.2	p240	240	Pyrimidine metabolism
group A	6.3.4.20	p790	790	Folate biosynthesis
group A	6.3.4.21	p760	760	Nicotinate and nicotinamide metabolism
group A	6.3.4.23	p230	230	Purine metabolism
group A	6.3.4.24	p680	680	Methane metabolism
group A	6.3.4.25	p230	230	Purine metabolism
group A	6.3.4.3	p670	670	One carbon pool by folate
group A	6.3.4.3	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.3.4.4	p230	230	Purine metabolism
group A	6.3.4.4	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.4.5	p220	220	Arginine biosynthesis
group A	6.3.4.5	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.4.5	p330	330	Arginine and proline metabolism
group A	6.3.4.6	p220	220	Arginine biosynthesis
group A	6.3.4.6	p330	330	Arginine and proline metabolism
group A	6.3.4.6	p791	791	Atrazine degradation
group A	6.3.4.7	p230	230	Purine metabolism
group A	6.3.4.8	p340	340	Histidine metabolism
group A	6.3.4.9	p780	780	Biotin metabolism
group A	6.3.5.-	p253	253	Tetracycline biosynthesis
group A	6.3.5.1	p760	760	Nicotinate and nicotinamide metabolism
group A	6.3.5.10	p860	860	Porphyrin and chlorophyll metabolism
group A	6.3.5.11	p860	860	Porphyrin and chlorophyll metabolism
group A	6.3.5.12	p860	860	Porphyrin and chlorophyll metabolism
group A	6.3.5.13	p550	550	Peptidoglycan biosynthesis
group A	6.3.5.2	p230	230	Purine metabolism
group A	6.3.5.2	p983	983	Drug metabolism - other enzymes
group A	6.3.5.3	p230	230	Purine metabolism
group A	6.3.5.4	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.5.4	p910	910	Nitrogen metabolism
group A	6.3.5.5	p240	240	Pyrimidine metabolism
group A	6.3.5.5	p250	250	"Alanine, aspartate and glutamate metabolism"
group A	6.3.5.6	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.3.5.7	p970	970	Aminoacyl-tRNA biosynthesis
group A	6.3.5.9	p860	860	Porphyrin and chlorophyll metabolism
group A	6.4.1.-	p627	627	"1,4-Dichlorobenzene degradation"
group A	6.4.1.1	p20	20	Citrate cycle (TCA cycle)
group A	6.4.1.1	p620	620	Pyruvate metabolism
group A	6.4.1.1	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.4.1.2	p61	61	Fatty acid biosynthesis
group A	6.4.1.2	p253	253	Tetracycline biosynthesis
group A	6.4.1.2	p254	254	Aflatoxin biosynthesis
group A	6.4.1.2	p620	620	Pyruvate metabolism
group A	6.4.1.2	p640	640	Propanoate metabolism
group A	6.4.1.2	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.4.1.3	p280	280	"Valine, leucine and isoleucine degradation"
group A	6.4.1.3	p630	630	Glyoxylate and dicarboxylate metabolism
group A	6.4.1.3	p640	640	Propanoate metabolism
group A	6.4.1.3	p720	720	Reductive carboxylate cycle (CO2 fixation)
group A	6.4.1.4	p280	280	"Valine, leucine and isoleucine degradation"
group A	6.4.1.5	p281	281	Geraniol degradation
group A	6.4.1.8	p642	642	Ethylbenzene degradation
group A	6.4.1.9	p860	860	Porphyrin and chlorophyll metabolism
group A	6.6.1.1	p860	860	Porphyrin and chlorophyll metabolism
group A	6.6.1.2	p860	860	Porphyrin and chlorophyll metabolism
group A	6.7.1.1	p998	998	Biosynthesis of various antibiotics
group A	7.1.1.2	p190	190	Oxidative phosphorylation
group A	7.1.1.6	p195	195	Photosynthesis
group A	7.1.1.8	p190	190	Oxidative phosphorylation
group A	7.1.1.9	p190	190	Oxidative phosphorylation
group A	7.1.2.1	p190	190	Oxidative phosphorylation
group A	7.1.2.2	p190	190	Oxidative phosphorylation
group A	7.1.2.2	p195	195	Photosynthesis
group A	7.2.2.19	p190	190	Oxidative phosphorylation
group A	7.2.4.2	p620	620	Pyruvate metabolism
group A	7.2.4.5	p362	362	Benzoate degradation via hydroxylation
group A	7.2.4.5	p650	650	Butanoate metabolism
group A	7.3.2.3	p920	920	Sulfur metabolism
group A	7.6.2.7	p920	920	Sulfur metabolism
group B	1.-.-.-	p231	231	Puromycin biosynthesis
group B	1.-.-.-	p592	592	alpha-Linolenic acid metabolism
group B	1.-.-.-	p633	633	Trinitrotoluene degradation
group B	1.-.-.-	p780	780	Biotin metabolism
group B	1.-.-.-	p860	860	Porphyrin and chlorophyll metabolism
group B	1.-.-.-	p950	950	Isoquinoline alkaloid biosynthesis
group B	1.-.-.-	p981	981	Insect hormone biosynthesis
group B	1.-.-.-	p998	998	Biosynthesis of various antibiotics
group B	1.-.-.-	p1057	1057	Biosynthesis of type II polyketide products
group B	1.1.-.-	p363	363	Bisphenol A degradation
group B	1.1.-.-	p624	624	1- and 2-Methylnaphthalene degradation
group B	1.1.-.-	p625	625	Tetrachloroethene degradation
group B	1.1.-.-	p626	626	Naphthalene and anthracene degradation
group B	1.1.-.-	p627	627	"1,4-Dichlorobenzene degradation"
group B	1.1.-.-	p830	830	Retinol metabolism
group B	1.1.-.-	p903	903	Limonene and pinene degradation
group B	1.1.1.-	p40	40	Pentose and glucuronate interconversions
group B	1.1.1.-	p51	51	Fructose and mannose metabolism
group B	1.1.1.-	p53	53	Ascorbate and aldarate metabolism
group B	1.1.1.-	p140	140	C21-Steroid hormone metabolism
group B	1.1.1.-	p240	240	Pyrimidine metabolism
group B	1.1.1.-	p253	253	Tetracycline biosynthesis
group B	1.1.1.-	p260	260	"Glycine, serine and threonine metabolism"
group B	1.1.1.-	p362	362	Benzoate degradation via hydroxylation
group B	1.1.1.-	p363	363	Bisphenol A degradation
group B	1.1.1.-	p400	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
group B	1.1.1.-	p520	520	Amino sugar and nucleotide sugar metabolism
group B	1.1.1.-	p523	523	Polyketide sugar unit biosynthesis
group B	1.1.1.-	p562	562	Inositol phosphate metabolism
group B	1.1.1.-	p591	591	Linoleic acid metabolism
group B	1.1.1.-	p622	622	Toluene and xylene degradation
group B	1.1.1.-	p625	625	Tetrachloroethene degradation
group B	1.1.1.-	p633	633	Trinitrotoluene degradation
group B	1.1.1.-	p640	640	Propanoate metabolism
group B	1.1.1.-	p650	650	Butanoate metabolism
group B	1.1.1.-	p680	680	Methane metabolism
group B	1.1.1.-	p720	720	Reductive carboxylate cycle (CO2 fixation)
group B	1.1.1.-	p830	830	Retinol metabolism
group B	1.1.1.-	p950	950	Isoquinoline alkaloid biosynthesis
group B	1.1.1.-	p966	966	Glucosinolate biosynthesis
group B	1.1.1.-	p981	981	Insect hormone biosynthesis
group B	1.1.1.-	p1056	1056	Biosynthesis of type II polyketide backbone
group B	1.1.1.-	p1057	1057	Biosynthesis of type II polyketide products
group B	1.1.1.1	p10	10	Glycolysis / Gluconeogenesis
group B	1.1.1.1	p71	71	Fatty acid metabolism
group B	1.1.1.1	p260	260	"Glycine, serine and threonine metabolism"
group B	1.1.1.1	p350	350	Tyrosine metabolism
group B	1.1.1.1	p592	592	alpha-Linolenic acid metabolism
group B	1.1.1.1	p620	620	Pyruvate metabolism
group B	1.1.1.1	p625	625	Tetrachloroethene degradation
group B	1.1.1.1	p626	626	Naphthalene and anthracene degradation
group B	1.1.1.1	p830	830	Retinol metabolism
group B	1.1.1.1	p980	980	Metabolism of xenobiotics by cytochrome P450
group B	1.1.1.1	p982	982	Drug metabolism - cytochrome P450
group B	1.1.1.10	p40	40	Pentose and glucuronate interconversions
group B	1.1.1.100	p61	61	Fatty acid biosynthesis
group B	1.1.1.100	p780	780	Biotin metabolism
group B	1.1.1.101	p564	564	Glycerophospholipid metabolism
group B	1.1.1.101	p565	565	Ether lipid metabolism
group B	1.1.1.102	p600	600	Sphingolipid metabolism
group B	1.1.1.103	p260	260	"Glycine, serine and threonine metabolism"
group B	1.1.1.104	p330	330	Arginine and proline metabolism
group B	1.1.1.105	p830	830	Retinol metabolism
group B	1.1.1.106	p770	770	Pantothenate and CoA biosynthesis
group B	1.1.1.107	p750	750	Vitamin B6 metabolism
group B	1.1.1.11	p40	40	Pentose and glucuronate interconversions
group B	1.1.1.11	p51	51	Fructose and mannose metabolism
group B	1.1.1.110	p350	350	Tyrosine metabolism
group B	1.1.1.110	p360	360	Phenylalanine metabolism
group B	1.1.1.110	p380	380	Tryptophan metabolism
group B	1.1.1.110	p960	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
group B	1.1.1.116	p53	53	Ascorbate and aldarate metabolism
group B	1.1.1.117	p53	53	Ascorbate and aldarate metabolism
group B	1.1.1.12	p40	40	Pentose and glucuronate interconversions
